,Overs,Mdns,Runs,Wkts,Econ,Ave,SR,Opposition,Ground,Start Date,Match_ID,Bowler,Player_ID
8585,2,0,11,0,5.5,-,-,v South Africa,Kimberley,15-Oct-17,ODI # 3923,Mahmudullah,56025
8586,2,0,16,0,8,-,-,v South Africa,Paarl,18-Oct-17,ODI # 3925,Mahmudullah,56025
8587,3,0,33,0,11,-,-,v South Africa,East London,22-Oct-17,ODI # 3929,Mahmudullah,56025
8592,4,0,18,0,4.5,-,-,v Sri Lanka,Dhaka,27-Jan-18,ODI # 3967,Mahmudullah,56025
8595,2,0,20,0,10,-,-,v West Indies,Basseterre,28-Jul-18,ODI # 4024,Mahmudullah,56025
8597,2,0,5,0,2.5,-,-,v Afghanistan,Abu Dhabi,20-Sep-18,ODI # 4041,Mahmudullah,56025
8599,5,0,17,1,3.4,17,30,v Afghanistan,Abu Dhabi,23-Sep-18,ODI # 4045,Mahmudullah,56025
8600,10,0,38,1,3.8,38,60,v Pakistan,Abu Dhabi,26-Sep-18,ODI # 4047,Mahmudullah,56025
8601,6,0,33,1,5.5,33,36,v India,Dubai (DSC),28-Sep-18,ODI # 4048,Mahmudullah,56025
8602,4,0,24,1,6,24,24,v Zimbabwe,Dhaka,21-Oct-18,ODI # 4057,Mahmudullah,56025
8603,3,0,21,1,7,21,18,v Zimbabwe,Chattogram,24-Oct-18,ODI # 4060,Mahmudullah,56025
8604,10,0,40,0,4,-,-,v Zimbabwe,Chattogram,26-Oct-18,ODI # 4061,Mahmudullah,56025
8606,1.4,0,12,0,7.2,-,-,v West Indies,Dhaka,11-Dec-18,ODI # 4072,Mahmudullah,56025
8607,3,0,14,0,4.66,-,-,v West Indies,Sylhet,14-Dec-18,ODI # 4073,Mahmudullah,56025
8608,5,0,27,1,5.4,27,30,v New Zealand,Napier,13-Feb-19,ODI # 4093,Mahmudullah,56025
8609,3,0,25,0,8.33,-,-,v New Zealand,Christchurch,16-Feb-19,ODI # 4094,Mahmudullah,56025
8610,2,0,28,0,14,-,-,v New Zealand,Dunedin,20-Feb-19,ODI # 4095,Mahmudullah,56025
8870,0.1,0,6,0,36,-,-,v South Africa,Dhaka,12-Mar-08,ODI # 2691,Tamim Iqbal,56194
8916,0.5,0,7,0,8.4,-,-,v Sri Lanka,Dhaka,08-Jan-10,ODI # 2940,Tamim Iqbal,56194
9041,10,0,39,1,3.9,39,60,v Zimbabwe,Harare,06-Aug-06,ODI # 2398,Shakib Al Hasan ,56143
9042,10,1,32,2,3.2,16,30,v Kenya,Nairobi (Gym),12-Aug-06,ODI # 2402,Shakib Al Hasan ,56143
9043,6.3,1,26,1,4,26,39,v Kenya,Nairobi (Gym),13-Aug-06,ODI # 2403,Shakib Al Hasan ,56143
9044,8,0,28,0,3.5,-,-,v Kenya,Nairobi (Gym),15-Aug-06,ODI # 2404,Shakib Al Hasan ,56143
9045,2,0,23,0,11.5,-,-,v Sri Lanka,Mohali,07-Oct-06,ODI # 2423,Shakib Al Hasan ,56143
9046,5,0,12,0,2.4,-,-,v West Indies,Jaipur,11-Oct-06,ODI # 2426,Shakib Al Hasan ,56143
9047,10,1,18,3,1.8,6,20,v Zimbabwe,Jaipur,13-Oct-06,ODI # 2427,Shakib Al Hasan ,56143
9048,10,2,30,2,3,15,30,v Zimbabwe,Khulna,30-Nov-06,ODI # 2453,Shakib Al Hasan ,56143
9049,10,0,44,2,4.4,22,30,v Zimbabwe,Bogra,03-Dec-06,ODI # 2457,Shakib Al Hasan ,56143
9050,10,0,40,0,4,-,-,v Zimbabwe,Bogra,05-Dec-06,ODI # 2459,Shakib Al Hasan ,56143
9051,10,1,32,2,3.2,16,30,v Zimbabwe,Dhaka,08-Dec-06,ODI # 2461,Shakib Al Hasan ,56143
9052,7,0,29,0,4.14,-,-,v Zimbabwe,Dhaka,09-Dec-06,ODI # 2462,Shakib Al Hasan ,56143
9053,10,4,13,1,1.3,13,60,v Scotland,Chattogram,15-Dec-06,ODI # 2465,Shakib Al Hasan ,56143
9054,4,0,8,1,2,8,24,v Scotland,Dhaka,17-Dec-06,ODI # 2467,Shakib Al Hasan ,56143
9055,10,0,40,1,4,40,60,v Zimbabwe,Harare,04-Feb-07,ODI # 2505,Shakib Al Hasan ,56143
9056,6,0,27,1,4.5,27,36,v Zimbabwe,Harare,06-Feb-07,ODI # 2511,Shakib Al Hasan ,56143
9057,10,0,29,1,2.9,29,60,v Zimbabwe,Harare,09-Feb-07,ODI # 2516,Shakib Al Hasan ,56143
9058,10,0,42,1,4.2,42,60,v Zimbabwe,Harare,10-Feb-07,ODI # 2518,Shakib Al Hasan ,56143
9059,8,1,36,1,4.5,36,48,v Bermuda,St John's,25-Feb-07,ODI # 2528,Shakib Al Hasan ,56143
9060,10,1,36,2,3.6,18,30,v Canada,St John's,28-Feb-07,ODI # 2530,Shakib Al Hasan ,56143
9061,10,0,44,0,4.4,-,-,v India,Port of Spain,17-Mar-07,ODI # 2538,Shakib Al Hasan ,56143
9062,10,0,49,1,4.9,49,60,v Sri Lanka,Port of Spain,21-Mar-07,ODI # 2546,Shakib Al Hasan ,56143
9063,3,0,12,2,4,6,9,v Bermuda,Port of Spain,25-Mar-07,ODI # 2554,Shakib Al Hasan ,56143
9064,0.5,0,14,0,16.8,-,-,v Australia,North Sound,31-Mar-07,ODI # 2559,Shakib Al Hasan ,56143
9065,3,0,33,0,11,-,-,v New Zealand,North Sound,02-Apr-07,ODI # 2561,Shakib Al Hasan ,56143
9066,10,0,49,2,4.9,24.5,30,v South Africa,Providence,07-Apr-07,ODI # 2564,Shakib Al Hasan ,56143
9067,6,0,19,0,3.16,-,-,v England,Bridgetown,11-Apr-07,ODI # 2568,Shakib Al Hasan ,56143
9068,10,0,44,1,4.4,44,60,v Ireland,Bridgetown,15-Apr-07,ODI # 2572,Shakib Al Hasan ,56143
9069,8,0,38,1,4.75,38,48,v West Indies,Bridgetown,19-Apr-07,ODI # 2576,Shakib Al Hasan ,56143
9070,9,0,43,2,4.77,21.5,27,v India,Dhaka,10-May-07,ODI # 2582,Shakib Al Hasan ,56143
9071,7,0,40,0,5.71,-,-,v India,Dhaka,12-May-07,ODI # 2583,Shakib Al Hasan ,56143
9072,8,0,50,0,6.25,-,-,v Sri Lanka,Colombo (PSS),20-Jul-07,ODI # 2605,Shakib Al Hasan ,56143
9074,8,0,43,1,5.37,43,48,v Sri Lanka,Colombo (RPS),25-Jul-07,ODI # 2607,Shakib Al Hasan ,56143
9075,9.4,0,56,3,5.79,18.66,19.3,v New Zealand,Auckland,26-Dec-07,ODI # 2658,Shakib Al Hasan ,56143
9076,10,0,55,0,5.5,-,-,v New Zealand,Napier,28-Dec-07,ODI # 2659,Shakib Al Hasan ,56143
9077,1,0,16,0,16,-,-,v New Zealand,Queenstown,31-Dec-07,ODI # 2660,Shakib Al Hasan ,56143
9078,8.5,0,29,1,3.28,29,53,v South Africa,Chattogram,09-Mar-08,ODI # 2690,Shakib Al Hasan ,56143
9079,8,0,28,0,3.5,-,-,v South Africa,Dhaka,12-Mar-08,ODI # 2691,Shakib Al Hasan ,56143
9080,9.2,1,47,0,5.03,-,-,v South Africa,Dhaka,14-Mar-08,ODI # 2692,Shakib Al Hasan ,56143
9081,10,1,38,1,3.8,38,60,v Ireland,Dhaka,18-Mar-08,ODI # 2693,Shakib Al Hasan ,56143
9082,7,0,16,2,2.28,8,21,v Ireland,Dhaka,20-Mar-08,ODI # 2694,Shakib Al Hasan ,56143
9083,10,1,46,2,4.6,23,30,v Ireland,Dhaka,22-Mar-08,ODI # 2695,Shakib Al Hasan ,56143
9084,10,0,52,1,5.2,52,60,v Pakistan,Lahore,08-Apr-08,ODI # 2696,Shakib Al Hasan ,56143
9085,5,0,29,1,5.8,29,30,v Pakistan,Faisalabad,11-Apr-08,ODI # 2698,Shakib Al Hasan ,56143
9086,10,1,50,2,5,25,30,v Pakistan,Lahore,13-Apr-08,ODI # 2700,Shakib Al Hasan ,56143
9087,9,1,34,1,3.77,34,54,v Pakistan,Multan,16-Apr-08,ODI # 2702,Shakib Al Hasan ,56143
9088,10,0,52,0,5.2,-,-,v Pakistan,Karachi,19-Apr-08,ODI # 2703,Shakib Al Hasan ,56143
9089,10,0,46,2,4.6,23,30,v Australia,Darwin,30-Aug-08,ODI # 2758,Shakib Al Hasan ,56143
9090,6.4,0,38,2,5.7,19,20,v Australia,Darwin,03-Sep-08,ODI # 2760,Shakib Al Hasan ,56143
9091,10,0,25,0,2.5,-,-,v Australia,Darwin,06-Sep-08,ODI # 2762,Shakib Al Hasan ,56143
9092,10,0,30,1,3,30,60,v New Zealand,Dhaka,09-Oct-08,ODI # 2763,Shakib Al Hasan ,56143
9093,10,0,20,2,2,10,30,v New Zealand,Dhaka,11-Oct-08,ODI # 2764,Shakib Al Hasan ,56143
9094,10,0,41,2,4.1,20.5,30,v New Zealand,Chattogram,14-Oct-08,ODI # 2765,Shakib Al Hasan ,56143
9095,10,0,48,2,4.8,24,30,v South Africa,Potchefstroom,07-Nov-08,ODI # 2771,Shakib Al Hasan ,56143
9096,10,0,67,0,6.7,-,-,v South Africa,Benoni,09-Nov-08,ODI # 2772,Shakib Al Hasan ,56143
9097,10,3,23,3,2.3,7.66,20,v Zimbabwe,Dhaka,10-Jan-09,ODI # 2790,Shakib Al Hasan ,56143
9098,6,0,24,0,4,-,-,v Sri Lanka,Dhaka,14-Jan-09,ODI # 2793,Shakib Al Hasan ,56143
9099,10,2,22,2,2.2,11,30,v Sri Lanka,Dhaka,16-Jan-09,ODI # 2794,Shakib Al Hasan ,56143
9100,10,4,11,3,1.1,3.66,20,v Zimbabwe,Dhaka,19-Jan-09,ODI # 2797,Shakib Al Hasan ,56143
9101,10,3,24,0,2.4,-,-,v Zimbabwe,Dhaka,21-Jan-09,ODI # 2799,Shakib Al Hasan ,56143
9102,8,4,15,3,1.87,5,16,v Zimbabwe,Dhaka,23-Jan-09,ODI # 2801,Shakib Al Hasan ,56143
9103,8,0,26,1,3.25,26,48,v West Indies,Roseau,26-Jul-09,ODI # 2862,Shakib Al Hasan ,56143
9104,10,2,42,1,4.2,42,60,v West Indies,Roseau,28-Jul-09,ODI # 2863,Shakib Al Hasan ,56143
9105,9.4,2,28,0,2.89,-,-,v West Indies,Basseterre,31-Jul-09,ODI # 2865,Shakib Al Hasan ,56143
9106,10,2,42,2,4.2,21,30,v Zimbabwe,Bulawayo,09-Aug-09,ODI # 2869,Shakib Al Hasan ,56143
9107,9,0,39,2,4.33,19.5,27,v Zimbabwe,Bulawayo,11-Aug-09,ODI # 2871,Shakib Al Hasan ,56143
9108,10,0,65,2,6.5,32.5,30,v Zimbabwe,Bulawayo,14-Aug-09,ODI # 2872,Shakib Al Hasan ,56143
9109,9,0,70,0,7.77,-,-,v Zimbabwe,Bulawayo,16-Aug-09,ODI # 2873,Shakib Al Hasan ,56143
9110,8,2,22,0,2.75,-,-,v Zimbabwe,Bulawayo,18-Aug-09,ODI # 2874,Shakib Al Hasan ,56143
9111,10,0,49,0,4.9,-,-,v Zimbabwe,Dhaka,27-Oct-09,ODI # 2914,Shakib Al Hasan ,56143
9112,9,1,24,1,2.66,24,54,v Zimbabwe,Dhaka,29-Oct-09,ODI # 2916,Shakib Al Hasan ,56143
9113,7,1,32,0,4.57,-,-,v Zimbabwe,Dhaka,31-Oct-09,ODI # 2917,Shakib Al Hasan ,56143
9114,6.5,1,8,3,1.17,2.66,13.6,v Zimbabwe,Chattogram,03-Nov-09,ODI # 2920,Shakib Al Hasan ,56143
9115,10,1,29,3,2.9,9.66,20,v Zimbabwe,Chattogram,05-Nov-09,ODI # 2922,Shakib Al Hasan ,56143
9116,10,0,43,0,4.3,-,-,v Sri Lanka,Dhaka,04-Jan-10,ODI # 2937,Shakib Al Hasan ,56143
9117,10,0,45,1,4.5,45,60,v India,Dhaka,07-Jan-10,ODI # 2939,Shakib Al Hasan ,56143
9118,8,2,27,0,3.37,-,-,v Sri Lanka,Dhaka,08-Jan-10,ODI # 2940,Shakib Al Hasan ,56143
9119,10,0,58,1,5.8,58,60,v India,Dhaka,11-Jan-10,ODI # 2942,Shakib Al Hasan ,56143
9120,9,0,62,1,6.88,62,54,v New Zealand,Napier,05-Feb-10,ODI # 2949,Shakib Al Hasan ,56143
9121,3,0,13,0,4.33,-,-,v New Zealand,Dunedin,08-Feb-10,ODI # 2951,Shakib Al Hasan ,56143
9122,10,0,33,4,3.3,8.25,15,v New Zealand,Christchurch,11-Feb-10,ODI # 2953,Shakib Al Hasan ,56143
9123,10,1,42,1,4.2,42,60,v England,Dhaka,28-Feb-10,ODI # 2964,Shakib Al Hasan ,56143
9124,10,2,32,3,3.2,10.66,20,v England,Dhaka,02-Mar-10,ODI # 2965,Shakib Al Hasan ,56143
9125,10,0,45,1,4.5,45,60,v England,Chattogram,05-Mar-10,ODI # 2968,Shakib Al Hasan ,56143
9126,10,0,49,2,4.9,24.5,30,v India,Dambulla,16-Jun-10,ODI # 2993,Shakib Al Hasan ,56143
9127,10,0,49,1,4.9,49,60,v Sri Lanka,Dambulla,18-Jun-10,ODI # 2995,Shakib Al Hasan ,56143
9128,10,0,73,2,7.3,36.5,30,v Pakistan,Dambulla,21-Jun-10,ODI # 2998,Shakib Al Hasan ,56143
9129,10,0,35,2,3.5,17.5,30,v England,Nottingham,08-Jul-10,ODI # 3018,Shakib Al Hasan ,56143
9130,10,0,40,2,4,20,30,v England,Bristol,10-Jul-10,ODI # 3025,Shakib Al Hasan ,56143
9131,10,0,75,0,7.5,-,-,v England,Birmingham,12-Jul-10,ODI # 3026,Shakib Al Hasan ,56143
9132,10,0,52,1,5.2,52,60,v Ireland,Belfast,15-Jul-10,ODI # 3027,Shakib Al Hasan ,56143
9133,9,1,21,2,2.33,10.5,27,v Ireland,Belfast,16-Jul-10,ODI # 3028,Shakib Al Hasan ,56143
9134,5,0,36,2,7.2,18,15,v Netherlands,Glasgow,20-Jul-10,ODI # 3029,Shakib Al Hasan ,56143
9135,8,0,41,4,5.12,10.25,12,v New Zealand,Dhaka,05-Oct-10,ODI # 3051,Shakib Al Hasan ,56143
9136,9,1,45,2,5,22.5,27,v New Zealand,Dhaka,11-Oct-10,ODI # 3054,Shakib Al Hasan ,56143
9137,10,0,54,3,5.4,18,20,v New Zealand,Dhaka,14-Oct-10,ODI # 3056,Shakib Al Hasan ,56143
9138,10,1,35,2,3.5,17.5,30,v New Zealand,Dhaka,17-Oct-10,ODI # 3058,Shakib Al Hasan ,56143
9139,10,0,37,1,3.7,37,60,v Zimbabwe,Dhaka,01-Dec-10,ODI # 3071,Shakib Al Hasan ,56143
9140,9,0,39,4,4.33,9.75,13.5,v Zimbabwe,Dhaka,03-Dec-10,ODI # 3073,Shakib Al Hasan ,56143
9141,9,0,57,1,6.33,57,54,v Zimbabwe,Dhaka,06-Dec-10,ODI # 3075,Shakib Al Hasan ,56143
9142,10,0,58,3,5.8,19.33,20,v Zimbabwe,Chattogram,12-Dec-10,ODI # 3078,Shakib Al Hasan ,56143
9143,10,0,61,1,6.1,61,60,v India,Dhaka,19-Feb-11,ODI # 3100,Shakib Al Hasan ,56143
9144,8,0,28,2,3.5,14,24,v Ireland,Dhaka,25-Feb-11,ODI # 3108,Shakib Al Hasan ,56143
9145,0.2,0,1,0,3,-,-,v West Indies,Dhaka,04-Mar-11,ODI # 3118,Shakib Al Hasan ,56143
9146,10,0,49,2,4.9,24.5,30,v England,Chattogram,11-Mar-11,ODI # 3127,Shakib Al Hasan ,56143
9147,8,0,38,1,4.75,38,48,v Netherlands,Chattogram,14-Mar-11,ODI # 3131,Shakib Al Hasan ,56143
9148,10,0,46,2,4.6,23,30,v South Africa,Dhaka,19-Mar-11,ODI # 3138,Shakib Al Hasan ,56143
9149,10,0,34,0,3.4,-,-,v Australia,Dhaka,09-Apr-11,ODI # 3149,Shakib Al Hasan ,56143
9150,7,1,35,1,5,35,42,v Australia,Dhaka,11-Apr-11,ODI # 3150,Shakib Al Hasan ,56143
9151,7,0,48,0,6.85,-,-,v Australia,Dhaka,13-Apr-11,ODI # 3151,Shakib Al Hasan ,56143
9152,10,0,48,1,4.8,48,60,v Zimbabwe,Harare,12-Aug-11,ODI # 3176,Shakib Al Hasan ,56143
9153,8,1,31,0,3.87,-,-,v Zimbabwe,Harare,14-Aug-11,ODI # 3177,Shakib Al Hasan ,56143
9154,6,0,46,2,7.66,23,18,v Zimbabwe,Harare,16-Aug-11,ODI # 3179,Shakib Al Hasan ,56143
9155,6,0,25,1,4.16,25,36,v Zimbabwe,Bulawayo,19-Aug-11,ODI # 3181,Shakib Al Hasan ,56143
9156,7,0,26,2,3.71,13,21,v Zimbabwe,Bulawayo,21-Aug-11,ODI # 3183,Shakib Al Hasan ,56143
9157,10,0,50,0,5,-,-,v West Indies,Dhaka,13-Oct-11,ODI # 3198,Shakib Al Hasan ,56143
9158,10,1,30,2,3,15,30,v West Indies,Dhaka,15-Oct-11,ODI # 3200,Shakib Al Hasan ,56143
9159,5,0,16,4,3.2,4,7.5,v West Indies,Chattogram,18-Oct-11,ODI # 3202,Shakib Al Hasan ,56143
9160,9.4,3,42,2,4.34,21,29,v Pakistan,Dhaka,01-Dec-11,ODI # 3218,Shakib Al Hasan ,56143
9161,10,0,27,1,2.7,27,60,v Pakistan,Dhaka,03-Dec-11,ODI # 3220,Shakib Al Hasan ,56143
9162,10,2,21,1,2.1,21,60,v Pakistan,Chattogram,06-Dec-11,ODI # 3222,Shakib Al Hasan ,56143
9163,10,0,41,2,4.1,20.5,30,v Pakistan,Dhaka,11-Mar-12,ODI # 3258,Shakib Al Hasan ,56143
9164,10,0,63,0,6.3,-,-,v India,Dhaka,16-Mar-12,ODI # 3261,Shakib Al Hasan ,56143
9165,10,1,56,2,5.6,28,30,v Sri Lanka,Dhaka,20-Mar-12,ODI # 3265,Shakib Al Hasan ,56143
9166,10,1,39,2,3.9,19.5,30,v Pakistan,Dhaka,22-Mar-12,ODI # 3267,Shakib Al Hasan ,56143
9167,3,0,27,0,9,-,-,v Zimbabwe,Bulawayo,03-May-13,ODI # 3353,Shakib Al Hasan ,56143
9168,9,0,42,1,4.66,42,54,v Zimbabwe,Bulawayo,05-May-13,ODI # 3354,Shakib Al Hasan ,56143
9169,9,1,43,0,4.77,-,-,v Zimbabwe,Bulawayo,08-May-13,ODI # 3355,Shakib Al Hasan ,56143
9170,7,0,29,2,4.14,14.5,21,v Sri Lanka,Dhaka,17-Feb-14,ODI # 3469,Shakib Al Hasan ,56143
9171,10,1,46,1,4.6,46,60,v Sri Lanka,Dhaka,20-Feb-14,ODI # 3470,Shakib Al Hasan ,56143
9172,10,2,53,1,5.3,53,60,v Pakistan,Dhaka,04-Mar-14,ODI # 3482,Shakib Al Hasan ,56143
9173,10,0,27,0,2.7,-,-,v Sri Lanka,Dhaka,06-Mar-14,ODI # 3485,Shakib Al Hasan ,56143
9174,6,0,27,2,4.5,13.5,18,v India,Dhaka,15-Jun-14,ODI # 3497,Shakib Al Hasan ,56143
9175,2.3,0,8,1,3.2,8,15,v India,Dhaka,17-Jun-14,ODI # 3498,Shakib Al Hasan ,56143
9176,7.2,0,27,3,3.68,9,14.6,v India,Dhaka,19-Jun-14,ODI # 3499,Shakib Al Hasan ,56143
9177,10,0,41,4,4.1,10.25,15,v Zimbabwe,Chattogram,21-Nov-14,ODI # 3550,Shakib Al Hasan ,56143
9178,8,2,18,1,2.25,18,48,v Zimbabwe,Chattogram,23-Nov-14,ODI # 3552,Shakib Al Hasan ,56143
9179,7,1,19,1,2.71,19,42,v Zimbabwe,Dhaka,26-Nov-14,ODI # 3553,Shakib Al Hasan ,56143
9180,10,1,28,2,2.8,14,30,v Zimbabwe,Dhaka,28-Nov-14,ODI # 3555,Shakib Al Hasan ,56143
9181,7,1,30,3,4.28,10,14,v Zimbabwe,Dhaka,01-Dec-14,ODI # 3559,Shakib Al Hasan ,56143
9182,8.5,0,43,2,4.86,21.5,26.5,v Afghanistan,Canberra,18-Feb-15,ODI # 3605,Shakib Al Hasan ,56143
9183,10,0,55,0,5.5,-,-,v Sri Lanka,Melbourne,26-Feb-15,ODI # 3615,Shakib Al Hasan ,56143
9184,10,0,46,1,4.6,46,60,v Scotland,Nelson,05-Mar-15,ODI # 3624,Shakib Al Hasan ,56143
9185,10,0,41,0,4.1,-,-,v England,Adelaide,09-Mar-15,ODI # 3630,Shakib Al Hasan ,56143
9186,8.5,1,55,4,6.22,13.75,13.2,v New Zealand,Hamilton,13-Mar-15,ODI # 3634,Shakib Al Hasan ,56143
9187,10,0,58,1,5.8,58,60,v India,Melbourne,19-Mar-15,ODI # 3641,Shakib Al Hasan ,56143
9188,9.2,0,45,1,4.82,45,56,v Pakistan,Dhaka,17-Apr-15,ODI # 3647,Shakib Al Hasan ,56143
9189,10,0,51,2,5.1,25.5,30,v Pakistan,Dhaka,19-Apr-15,ODI # 3648,Shakib Al Hasan ,56143
9190,10,0,34,2,3.4,17,30,v Pakistan,Dhaka,22-Apr-15,ODI # 3649,Shakib Al Hasan ,56143
9191,8,0,33,2,4.12,16.5,24,v India,Dhaka,18-Jun-15,ODI # 3658,Shakib Al Hasan ,56143
9192,7,0,33,0,4.71,-,-,v India,Dhaka,21-Jun-15,ODI # 3660,Shakib Al Hasan ,56143
9193,9,1,33,1,3.66,33,54,v India,Dhaka,24-Jun-15,ODI # 3661,Shakib Al Hasan ,56143
9194,5,1,27,0,5.4,-,-,v South Africa,Dhaka,10-Jul-15,ODI # 3663,Shakib Al Hasan ,56143
9195,10,0,30,0,3,-,-,v South Africa,Dhaka,12-Jul-15,ODI # 3666,Shakib Al Hasan ,56143
9196,8,0,33,3,4.12,11,16,v South Africa,Chattogram,15-Jul-15,ODI # 3668,Shakib Al Hasan ,56143
9197,10,0,47,5,4.7,9.4,12,v Zimbabwe,Dhaka,07-Nov-15,ODI # 3703,Shakib Al Hasan ,56143
9198,10,0,26,2,2.6,13,30,v Afghanistan,Dhaka,25-Sep-16,ODI # 3781,Shakib Al Hasan ,56143
9199,10,0,47,4,4.7,11.75,15,v Afghanistan,Dhaka,28-Sep-16,ODI # 3783,Shakib Al Hasan ,56143
9200,6,0,34,0,5.66,-,-,v Afghanistan,Dhaka,01-Oct-16,ODI # 3786,Shakib Al Hasan ,56143
9201,10,0,59,2,5.9,29.5,30,v England,Dhaka,07-Oct-16,ODI # 3791,Shakib Al Hasan ,56143
9202,9,0,50,1,5.55,50,54,v England,Dhaka,09-Oct-16,ODI # 3793,Shakib Al Hasan ,56143
9203,8,0,45,0,5.62,-,-,v England,Chattogram,12-Oct-16,ODI # 3794,Shakib Al Hasan ,56143
9204,10,0,69,3,6.9,23,20,v New Zealand,Christchurch,26-Dec-16,ODI # 3814,Shakib Al Hasan ,56143
9205,10,0,45,2,4.5,22.5,30,v New Zealand,Nelson,29-Dec-16,ODI # 3815,Shakib Al Hasan ,56143
9206,8,0,55,0,6.87,-,-,v New Zealand,Nelson,31-Dec-16,ODI # 3816,Shakib Al Hasan ,56143
9207,8,0,33,1,4.12,33,48,v Sri Lanka,Dambulla,25-Mar-17,ODI # 3855,Shakib Al Hasan ,56143
9208,10,0,59,0,5.9,-,-,v Sri Lanka,Dambulla,28-Mar-17,ODI # 3856,Shakib Al Hasan ,56143
9209,8,0,41,0,5.12,-,-,v Sri Lanka,Colombo (SSC),01-Apr-17,ODI # 3858,Shakib Al Hasan ,56143
9211,10,1,50,0,5,-,-,v New Zealand,Dublin,17-May-17,ODI # 3868,Shakib Al Hasan ,56143
9212,9,0,38,1,4.22,38,54,v Ireland,Dublin (Malahide),19-May-17,ODI # 3869,Shakib Al Hasan ,56143
9213,8,0,41,2,5.12,20.5,24,v New Zealand,Dublin,24-May-17,ODI # 3871,Shakib Al Hasan ,56143
9214,8,0,62,0,7.75,-,-,v England,The Oval,01-Jun-17,ODI # 3875,Shakib Al Hasan ,56143
9216,10,0,52,0,5.2,-,-,v New Zealand,Cardiff,09-Jun-17,ODI # 3883,Shakib Al Hasan ,56143
9217,9,0,54,0,6,-,-,v India,Birmingham,15-Jun-17,ODI # 3891,Shakib Al Hasan ,56143
9218,8,0,48,0,6,-,-,v South Africa,Kimberley,15-Oct-17,ODI # 3923,Shakib Al Hasan ,56143
9219,10,0,60,2,6,30,30,v South Africa,Paarl,18-Oct-17,ODI # 3925,Shakib Al Hasan ,56143
9220,10,0,56,0,5.6,-,-,v South Africa,East London,22-Oct-17,ODI # 3929,Shakib Al Hasan ,56143
9221,10,0,43,3,4.3,14.33,20,v Zimbabwe,Dhaka,15-Jan-18,ODI # 3952,Shakib Al Hasan ,56143
9222,8,1,47,3,5.87,15.66,16,v Sri Lanka,Dhaka,19-Jan-18,ODI # 3959,Shakib Al Hasan ,56143
9223,9,2,34,3,3.77,11.33,18,v Zimbabwe,Dhaka,23-Jan-18,ODI # 3964,Shakib Al Hasan ,56143
9224,1,0,10,0,10,-,-,v Sri Lanka,Dhaka,25-Jan-18,ODI # 3965,Shakib Al Hasan ,56143
9225,5,0,20,0,4,-,-,v Sri Lanka,Dhaka,27-Jan-18,ODI # 3967,Shakib Al Hasan ,56143
9226,7,0,43,0,6.14,-,-,v West Indies,Providence,22-Jul-18,ODI # 4022,Shakib Al Hasan ,56143
9227,9,1,45,2,5,22.5,27,v West Indies,Providence,25-Jul-18,ODI # 4023,Shakib Al Hasan ,56143
9228,10,0,45,0,4.5,-,-,v West Indies,Basseterre,28-Jul-18,ODI # 4024,Shakib Al Hasan ,56143
9229,9.2,0,31,1,3.32,31,56,v Sri Lanka,Dubai (DSC),15-Sep-18,ODI # 4036,Shakib Al Hasan ,56143
9230,10,1,42,4,4.2,10.5,15,v Afghanistan,Abu Dhabi,20-Sep-18,ODI # 4041,Shakib Al Hasan ,56143
9231,9.2,0,44,1,4.71,44,56,v India,Dubai (DSC),21-Sep-18,ODI # 4042,Shakib Al Hasan ,56143
9232,9,0,55,1,6.11,55,54,v Afghanistan,Abu Dhabi,23-Sep-18,ODI # 4045,Shakib Al Hasan ,56143
9233,10,0,36,1,3.6,36,60,v West Indies,Dhaka,09-Dec-18,ODI # 4071,Shakib Al Hasan ,56143
9234,10,0,28,0,2.8,-,-,v West Indies,Dhaka,11-Dec-18,ODI # 4072,Shakib Al Hasan ,56143
9235,9,0,40,2,4.44,20,27,v West Indies,Sylhet,14-Dec-18,ODI # 4073,Shakib Al Hasan ,56143
9236,10,0,33,1,3.3,33,60,v West Indies,Dublin,07-May-19,ODI # 4129,Shakib Al Hasan ,56143
9237,10,1,27,1,2.7,27,60,v West Indies,Dublin (Malahide),13-May-19,ODI # 4134,Shakib Al Hasan ,56143
9238,9,0,65,0,7.22,-,-,v Ireland,Dublin,15-May-19,ODI # 4136,Shakib Al Hasan ,56143
9239,8.2,3,26,2,3.12,13,25,v Zimbabwe,Chittagong,23-Nov-01,ODI # 1773,Mashrafe Mortaza ,56007
9240,9,0,48,2,5.33,24,27,v Zimbabwe,Dhaka,25-Nov-01,ODI # 1774,Mashrafe Mortaza ,56007
9241,10,1,42,0,4.2,-,-,v Zimbabwe,Dhaka,26-Nov-01,ODI # 1775,Mashrafe Mortaza ,56007
9242,8,0,38,2,4.75,19,24,v Canada,Durban,11-Feb-03,ODI # 1946,Mashrafe Mortaza ,56007
9243,5,0,38,0,7.6,-,-,v Sri Lanka,Pietermaritzburg,14-Feb-03,ODI # 1950,Mashrafe Mortaza ,56007
9244,7,0,40,1,5.71,40,42,v Australia,Cairns,02-Aug-03,ODI # 2038,Mashrafe Mortaza ,56007
9245,10,2,41,2,4.1,20.5,30,v Australia,Darwin,06-Aug-03,ODI # 2040,Mashrafe Mortaza ,56007
9246,9,1,63,0,7,-,-,v Pakistan,Multan,09-Sep-03,ODI # 2041,Mashrafe Mortaza ,56007
